doi,fields
10.1186/s41182-019-0160-y,Ethnic group_Public health_Public sector_Health promotion_Qualitative research_Visual impairment_Family medicine_Focus group_Medicine_Thematic analysis
10.1162/daed_a_00519,Political science_Law
10.2308/isys-52246,Business_Vulnerability_Principal–agent problem_Countermeasure_Sanctions_Policy Compliance_Computer usage_Public relations_Deterrence theory_Asset (computer security)
10.1093/oso/9780198846000.003.0009,Economics_Cold war_Economic history
10.2478/pjen-2019-0008,Horticulture_Postharvest_PEST analysis_Oryzaephilus surinamensis_Silvanidae_Fabaceae_Arachis hypogaea_Food grade_Biology
10.7287/peerj.preprints.27672,No data.
10.7591/9781501738135-014,No data.
10.25277/kcpr.2018.14.4.11,Psychology_Drunk driving_Applied psychology_Vignette
10.4324/9780429049934-6,Political economy_Political science
10.1177/0022002719888689,Public opinion_Business_International trade_Nuclear weapon_Conventional wisdom_Alliance_Credibility_Client state_Nuclear proliferation
10.1377/hlthaff.2019.00187,Psychiatry_Hepatitis C_Abuse deterrent_Medicine
10.5897/jasd2018.0523,Government_Content analysis_Human rights_Political science_Poverty_Qualitative research_Social protection_Cash_Urbanization_Economic growth
10.1038/s41598-019-43078-w,Sensory cue_Stimulus (physiology)_Carcharodon_Carcharias_Negaprion brevirostris_Significant difference_Fishery_Reef_Biology_Underwater
10.14569/ijacsa.2019.0100256,Government_Geopolitics_Public trust_Research community_Public relations_Computer science_Deterrence theory_Internet of Things_Politics
10.21272/mmi.2019.3-28,Cointegration_Corruption_Monetary economics_Biology
10.1101/856260,Faunal assemblage_Fauna_Microfauna_Predation_Ecology_Corbulidae_Macrobenthos_Lucinidae_Benthos_Biology
10.4324/9780429033957-8,Political science_Law and economics_Democracy_Deterrence theory
10.1186/s12883-019-1426-z,Competence (human resources)_Aerobic exercise_Response rate (survey)_Scope of practice_Exercise prescription_Patient tolerance_Health professionals_Family medicine_Medicine_Theory of planned behavior
10.1287/isre.2019.0841,Accounting_Business_Health care_Game theory_Audit_Deterrence theory
10.1017/9781108655583.007,Political science_Skepticism_Law and economics_Free will_Deterrence theory
10.1017/ajil.2018.104,Political science_Ancient history_Legalism (Chinese philosophy)_Empire_Foreign relations_International law
10.1177/0886260519844777,Nonprobability sampling_Mental health_Developmental psychology_Grounded theory_Psychology_Content analysis_Psychological intervention_Abusive relationship_Domestic violence_Coping (psychology)
10.4324/9780429311710-1,Computer science_Management science
10.1016/j.sjbs.2018.09.010,Larva_Lepidoptera genitalia_Chemistry_PEST analysis_Spodoptera_Noctuidae_Isoeugenol_Eugenol_Artemia salina_Food science
10.1002/mde.3019,Political science_Lagging_Sanctions_Football_Misconduct_Dissent_Deterrence theory_Criminology
10.4324/9780429336904-9,Political science_Economic history
10.31558/2519-2949.2019.1.10,Military strategy_Peninsula_Economy_Political science_Nuclear weapon_Militarization_Annexation_European union_Missile defense_Deterrence theory
10.1016/j.aap.2019.06.008,Psychology_Human factors and ergonomics_Qualitative research_Sanctions_Apprehension_Poison control_Social media_Focus group_Deterrence theory_Social psychology
10.6007/ijarafms/v9-i1/5725,Welfare_Public policy_Tax revenue_Economy_Government_Economics_Body of knowledge_Shadow_Deterrence theory_Developing country
10.1101/719674,Cancer_Follicular phase_Chemotherapy_Premature ovarian failure_Bevacizumab_Ovarian follicle_Anti-VEGF Monoclonal Antibody_Cancer research_Folliculogenesis_Medicine
10.1093/oso/9780199489893.003.0007,Epistemology_Psychology
10.31374/sjms.18,Political economy_Political science_Interdict_Alliance_Denial_Conventional warfare_Collective security_Politics
10.1016/j.coviro.2018.08.004,Plant virus_Capsid_Virus_Attraction_Virion binding_Transmission (mechanics)_Biological dispersal_Genetics_Biology_Vector (epidemiology)
10.1111/nph.16230,Pollinator_Colonisation_Evolutionary ecology_Pollination_Ecology_Pleiotropy_Pollen_Partial support_Biology
10.3390/su11051332,Freshwater fish_Salmo_Iberian barbel_Pseudochondrostoma duriense_Luciobarbus bocagei_Strobe light_Brown trout_Stroboscope_Biology_Zoology
10.2307/j.ctvx8b7c5.95,No data.
10.1017/jmo.2018.57,Conceptual model_Psychology_Law and economics_Insider threat
10.7591/9781501738135-010,No data.
10.1080/00952990.2019.1599383,Morphine_Opioid_Abuse deterrent_Extended release_Medicine_Pharmacology
10.1093/he/9780198840541.003.0001,No data.
10.1093/oso/9780190908645.003.0007,Macroeconomics_Economics_Operational level of war_Deterrence theory
10.4324/9780429046384-1,Computer science_Management science
10.1111/trf.15415,Demography_National Health Interview Survey_Population_Civilian population_Blood supply_Blood donor_Population based study_Donor recruitment_Confidence interval_Medicine
10.1017/s1537592718004310,Political science_Cold war_Columbia university_Deterrence theory_Economic history
10.23919/cycon.2019.8756890,Causation_Political science_Correlation does not imply causation_Worry_Threat intelligence_Naval research_Cyber operations_Computer security_Adversary_Deterrence theory
10.20542/0131-2227-2019-63-5-24-35,Physics_Humanities
10.1007/s40804-019-00145-z,European Union law_Business_Statute_Law and economics_Corporate law_Competition law_Wrongdoing_Regulatory law_Deterrence theory_Private law
10.20956/halrev.v4i3.1626,Business_Law and economics_Criminal law_Corporate liability_Class action_Lawsuit_Damages_Wrongdoing_Corporation_Private law
10.1177/2311502418767088,Policy analysis_Political science_Law_Civic engagement_Right of asylum_Permission_European union_Member states_Deterrence theory
10.5897/ajar2017.12832,Integrated pest management_Biotechnology_Allomone_PEST analysis_Helicoverpa armigera_Mating disruption_Pesticide resistance_Bollworm_Environmental pollution_Biology
10.18178/joebm.2019.7.4.596,Business_Consumer behaviour_Food consumption_Agricultural economics
10.1007/s40505-019-00167-3,Economics_Cournot competition_Economic surplus_Microeconomics_Public finance_Duopoly_Profit (economics)_Stackelberg competition_Monopoly_Social Welfare
10.17103/sybil.23.14,Political science_Law_Extraterritorial jurisdiction
10.1111/papr.12778,Standardization_Abuse deterrent_Family medicine_Focus group_Medicine
10.15575/irsyad.v7i1.858,Humanities_Psychology_Process guidance_Boarding school
10.1515/rebs-2019-0097,Advertising_Endowment effect_Feeling_Endowment_Haptic technology_Psychology_Consumer behaviour_Online advertising_E-commerce_Operationalization
10.4324/9780429315220-6,Economics_Law and economics_Deterrence theory
10.17587/mau.20.291-298,Elasticity (economics)_Physics_Robotic arm_Suspension (vehicle)_Vibration_Machining_Control theory_Fast Fourier transform_Rotational speed_Robot
10.1111/psq.12484,Political science_Economic history
10.1073/pnas.1913485116,Larva_Plant defense against herbivory_Predation_Calcium imaging_Food competition_Hatching_Sphingidae_Manduca sexta_Biology_Zoology
10.1186/s12936-018-2526-8,Public health_Health care_Pediatrics_Psychological intervention_Community health_Referral_Malaria_Artesunate_Disease_Medicine
10.1017/s1479244319000271,Economics_Keynesian economics_Strategic stability
10.15640/jlcj.v7n1a4,Political economy_Political science_Whistle blowing_Anti corruption
10.1093/oso/9780198846994.003.0008,No data.
10.4103/jisp.jisp_207_18,Periodontist_Comprehensive Orthodontic Treatment_Orthodontics_Prolonged treatment_Narrative review_Tooth movement_Treatment time_Medicine
10.1093/oso/9780190608774.003.0009,Criminology_History
10.4324/9780429307690-3,Political science_Warsaw pact_Economic history
10.1590/198055272327,Economics_International economics_Cartel_Competition policy
10.4324/9781315051994-31,No data.
10.1080/00963402.2019.1555998,Ballistic missile_Engineering_Aeronautics_Navy_Missile_Deterrence theory_Nuclear triad
10.4324/9780429046384-6,Vulnerability_Empire_Criminology_History
10.4337/9781789904123.00018,Political science_Corporate philanthropy_Public administration
10.1504/ijeb.2019.10020273,Advertising_Psychology_Music industry_Consumer behaviour_Technology acceptance model_Online music_Age and gender_Freemium
10.26643/gis.v14i6.11695,Mobile phone_Software_M-learning_Computer science_Knowledge management_Sustainability_Information and Communications Technology_End user
10.35310/accruals.v3i2.72,Public economics_Economics_Equity (finance)_Research development_Enforcement_Phenomenon_Tax law_Deterrence theory
10.1108/jfc-01-2018-0012,Private sector_Business_Audit_Law enforcement_Denial_Blame_Incentive_Public relations_Descriptive statistics_Deterrence theory
10.25259/jsstd_15_2019,Dermatology_Infliximab_Etanercept_Acitretin_Ustekinumab_Secukinumab_Adalimumab_Psoriasis_Apremilast_Medicine
10.1057/978-1-137-57350-6_22,Political economy_Political science_Nuclear force
10.20944/preprints201901.0297.v1,Lichen_Chemistry_Essential nutrient_Mass spectrometry imaging_Usnic acid_Snail_D-arabitol_Botany
10.1073/pnas.1913080116,Gene_Chemistry_Secondary metabolism_Nonribosomal peptide_Metabolite_Thioester_Recombinant DNA_Transposable element_Biosynthesis_Stereochemistry
10.1111/cobi.13277,International trade_Ivory_Poaching_Wildlife trade_African elephant_Ivory trade_Domestic market_Deterrence theory_CITES
10.21511/ppm.17(2).2019.07,Public economics_Economics_Tax evasion_Publication_Deterrence theory_Meta-analysis
10.1093/oso/9780198807964.003.0006,Philosophy_Theology_Virtue
10.4018/978-1-5225-8027-0.ch011,Agriculture_Agricultural science_Computer science
10.4324/9780429307690-9,Arms control_Medicine_Physical medicine and rehabilitation
10.1007/978-3-030-31768-3_6,Business_Stimulus (physiology)_Marketing
10.1007/s40122-018-0097-6,Intensive care medicine_Stakeholder_Opioid epidemic_Legislation_Opioid_Pain medicine_Abuse deterrent_Enhanced recovery after surgery_Medicine_Legislature
10.1093/jme/tjz204,Bioassay_Aquatic ecosystem_Tap water_Predation_Semiochemical_Mosquitofish_Cyprinodontiformes_Gambusia_Biology_Zoology
10.2166/wpt.2019.003,Bioreactor_Environmental science_Membrane_Pulp and paper industry_Sewage treatment_Aeration
10.1051/e3sconf/201913504046,Business_Marketing_Return on investment_Marketing management_Business activities_Marketing mix
10.37540/njips.v2i1.26,Political economy_Political science_Nuclear weapon_Security dilemma_Prestige_Blame_Bureaucracy_National security_Deterrence theory_Politics
10.7203/ciriec-e.96.12908,Humanities_Political science
10.4324/9780429311086-3,Political science_Ethnology
10.4324/9780429336904-6,Gender studies_History
10.2139/ssrn.3337826,Political science_Law and economics_Cartel_Experimental research_Deterrence theory
10.1002/spy2.63,Internet privacy_Health administration_Health care_Computer science_Cloud computing
10.1093/oso/9780198846000.003.0008,Economics_Keynesian economics
10.4324/9780429041242-1,Positive economics_Political science
10.1016/j.ympev.2018.03.015,Helminths_Vertebrate_Trypanosoma_Commensalism_Clade_Generalist and specialist species_Species richness_Parasite hosting_Biology_Zoology
10.2139/ssrn.3379701,Commit_Economics_Stigma (botany)_Law and economics_Recidivism_Expungement_Reservation_Sanctions_Criminal record_Deterrence theory
10.2991/iscogi-17.2019.30,Positive law_Political science_Criminal law_Castration_Fake news_Hoax_Islam_Criminology
10.32368/fjes.20191509,Economics_Demographic economics
10.7591/9781501738135-004,No data.
10.15507/2413-1407.106.027.201901.156-173,Business_Non profit_Market economy_Civil society_Social capital
10.1093/ofid/ofz360.370,Delegation (computing)_Hepatitis C virus_Hepatitis C_Telehealth_Continuing education_Human immunodeficiency virus (HIV)_South carolina_Family medicine_Medicine
10.1093/rfs/hhz106,Business_Vertical integration_Vocabulary_Incentive_Industrial organization
10.1186/s40497-018-0134-2,Enterprise architecture_Business_Marketing_Job satisfaction_Mindset_Research model_Entrepreneurship
10.1016/j.ijpharm.2019.118602,Organic chemistry_Cationic polymerization_Aqueous solution_Chemistry_Entrapment_Swelling_Drug_Polymer_Starch_Dissolution
10.4324/9780429041242-3,Political economy_Political science
10.1111/jacf.12359,Dividend_Shareholder_Economic Justice_Business_Law_Corporate law_Accountability_Shareholder value_Earnings_Corporate governance
10.2984/73.4.1,Invasive species_Predation_Ecology_Colonization_Psittacidae_Parakeet_Orchard_Psittaciformes_Psittacula krameri_Biology
10.1080/1369183x.2020.1680115,Political economy_Political science_Border enforcement_Remote control_Deterrence theory_Territoriality
10.1093/pm/pnz250,Internal medicine_Postmarketing surveillance_Route of administration_Tapentadol_Analgesic_Opioid_Drug Utilization_Confidence interval_Addiction_Medicine
10.4324/9780429307690-8,Operations research
10.17796/1053-4625-43.3.2,Chemistry_Silver diamine fluoride_Staining_Pharmacology
10.1200/jco.2019.37.27_suppl.228,Health care_Perception_Family medicine_Breast cancer_Medicine
10.31093/jraba.v4i1.141,Nonprobability sampling_Accounting_Ethical code_Quality audit_Business_Audit_Respondent_Public trust_Sanctions_Audit process
10.24132/actaff.2019.11.1.,No data.
10.1111/erev.12430,German_Political science_Law_Witness_Democracy_Conscientious objector
10.4324/9781315258089-4,No data.
10.4324/9780429289347-5,No data.
10.1016/j.amepre.2019.01.015,Demography_Psychology_Occupational safety and health_Injury prevention_Sobriety_Sobriety checkpoint_Accident prevention_Entire population_Motor vehicle crash_Poison control
10.1080/01924036.2019.1625793,Political science_Law and economics_Sanctions_Copyright infringement_Digital piracy_Deterrence theory_Social learning
10.5772/intechopen.85959,Business_Economic growth_Developing country
10.4324/9780429041242-8,International trade_Political science_Nuclear weapon_Arms control
10.25159/2520-3223/5894,Psychology_White-collar crime_Collar_Working environment_Industrial relations_Public relations
10.3346/jkms.2019.34.e6,Political science_Gender bias_Asian country_Publication ethics_Research reporting_Public relations_Publication
